"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]","Maximum wind speed [m/s]"
"Helsinki Kumpula","2021","8","24","16:00","14.4","14.9","14.1","59","2.8","3.6"
"Helsinki Kumpula","2021","8","24","17:00","13.6","14","13.1","63","2.3","3.2"
"Helsinki Kumpula","2021","8","24","18:00","12.7","13.1","12.4","71","3.4","4.2"
"Helsinki Kumpula","2021","8","24","19:00","12.4","12.5","12.4","74","3.4","3.9"
"Helsinki Kumpula","2021","8","24","20:00","12.5","12.6","12.4","76","3.3","4"
"Helsinki Kumpula","2021","8","24","21:00","12.6","12.6","12.5","77","4.5","5.1"
"Helsinki Kumpula","2021","8","24","22:00","12.6","12.7","12.4","79","4.2","5.1"
"Helsinki Kumpula","2021","8","24","23:00","12.3","12.6","12","81","4.5","5.5"
"Helsinki Kumpula","2021","8","25","00:00","12.4","12.7","12.1","77","7.3","8.7"
"Helsinki Kumpula","2021","8","25","01:00","11.9","12.1","11.8","78","7","7.9"
"Helsinki Kumpula","2021","8","25","02:00","12","12.1","11.9","80","6.7","7.7"
"Helsinki Kumpula","2021","8","25","03:00","11.6","11.9","11.4","85","8","9.2"
"Helsinki Kumpula","2021","8","25","04:00","11.2","11.5","11","92","7.8","8.7"
"Helsinki Kumpula","2021","8","25","05:00","10.9","11.1","10.7","93","8.2","8.7"
"Helsinki Kumpula","2021","8","25","06:00","11.1","11.4","10.8","95","8.8","9.9"
"Helsinki Kumpula","2021","8","25","07:00","11.5","11.7","11.4","96","8.5","9.6"
"Helsinki Kumpula","2021","8","25","08:00","11.8","11.9","11.7","96","9.6","10.8"
"Helsinki Kumpula","2021","8","25","09:00","12.2","12.3","11.9","95","10.5","11.6"
"Helsinki Kumpula","2021","8","25","10:00","12.3","12.5","12.2","95","10","10.6"
"Helsinki Kumpula","2021","8","25","11:00","12.6","12.7","12.4","95","8.8","10.2"
"Helsinki Kumpula","2021","8","25","12:00","12.5","12.6","12.4","95","8.8","9.3"
"Helsinki Kumpula","2021","8","25","13:00","12.4","12.6","12.3","95","8.9","9.7"
"Helsinki Kumpula","2021","8","25","14:00","12.4","12.5","12.3","94","8.8","10"
"Helsinki Kumpula","2021","8","25","15:00","12.3","12.3","12.2","96","9.1","10.1"
"Helsinki Kumpula","2021","8","25","16:00","12.4","12.5","12.2","96","8.4","9.6"
"Helsinki Kumpula","2021","8","25","17:00","12.4","12.5","12.3","95","8.3","9.2"
"Helsinki Kumpula","2021","8","25","18:00","12.2","12.3","12.1","95","8.9","10.1"
"Helsinki Kumpula","2021","8","25","19:00","12.2","12.3","12.1","95","8","9.4"
"Helsinki Kumpula","2021","8","25","20:00","12.2","12.3","12.1","95","7.6","8.9"
"Helsinki Kumpula","2021","8","25","21:00","12.3","12.4","12.2","93","7","7.9"
"Helsinki Kumpula","2021","8","25","22:00","12.5","12.6","12.4","92","7.6","8.6"
"Helsinki Kumpula","2021","8","25","23:00","12.6","12.7","12.4","91","8.2","9.7"
"Helsinki Kumpula","2021","8","26","00:00","12.5","12.6","12.2","93","8.1","9.3"
"Helsinki Kumpula","2021","8","26","01:00","12.2","12.2","12.1","97","7.5","9.1"
"Helsinki Kumpula","2021","8","26","02:00","12.2","12.3","12.2","97","7.5","8.4"
"Helsinki Kumpula","2021","8","26","03:00","12.4","12.6","12.2","96","8.2","8.9"
"Helsinki Kumpula","2021","8","26","04:00","12.7","12.9","12.6","96","9","10.2"
"Helsinki Kumpula","2021","8","26","05:00","12.9","13.1","12.8","95","8.5","9.4"
"Helsinki Kumpula","2021","8","26","06:00","13.3","13.5","13.2","93","8.6","9.7"
"Helsinki Kumpula","2021","8","26","07:00","13.7","14","13.3","92","7.1","7.8"
"Helsinki Kumpula","2021","8","26","08:00","14.3","14.7","13.9","88","7.6","8.9"
"Helsinki Kumpula","2021","8","26","09:00","14.4","14.5","14.2","88","8","8.5"
"Helsinki Kumpula","2021","8","26","10:00","14.4","14.5","14.3","88","8.5","9.8"
"Helsinki Kumpula","2021","8","26","11:00","14.2","14.5","13.6","85","9.7","10.9"
"Helsinki Kumpula","2021","8","26","12:00","14.1","14.5","13.7","88","6.7","8"
"Helsinki Kumpula","2021","8","26","13:00","14.1","14.6","13.6","90","6.6","7.7"
"Helsinki Kumpula","2021","8","26","14:00","14.3","15.2","13.6","92","5.5","8.6"
"Helsinki Kumpula","2021","8","26","15:00","15.4","15.8","15.1","80","8.4","9.3"
"Helsinki Kumpula","2021","8","26","16:00","15.4","15.7","14.6","76","8.8","10.1"
"Helsinki Kumpula","2021","8","26","17:00","14.2","14.6","13.8","83","7.7","8.6"
"Helsinki Kumpula","2021","8","26","18:00","13.3","13.8","12.9","89","7.1","8.3"
"Helsinki Kumpula","2021","8","26","19:00","12.8","13","12.7","93","6.9","8.7"
"Helsinki Kumpula","2021","8","26","20:00","12.7","12.8","12.6","94","6.5","7.2"
"Helsinki Kumpula","2021","8","26","21:00","12.6","12.7","12.4","95","6.3","7.4"
"Helsinki Kumpula","2021","8","26","22:00","12.4","12.5","12.4","96","6.7","7.1"
"Helsinki Kumpula","2021","8","26","23:00","12.5","12.5","12.4","96","6.6","7.2"
"Helsinki Kumpula","2021","8","27","00:00","12.5","12.5","12.4","96","6.1","7.2"
"Helsinki Kumpula","2021","8","27","01:00","12.4","12.5","12.3","96","6.6","7.3"
"Helsinki Kumpula","2021","8","27","02:00","12.3","12.3","12.3","96","6.8","7.5"
"Helsinki Kumpula","2021","8","27","03:00","12.3","12.4","12.2","95","5.7","6.7"
"Helsinki Kumpula","2021","8","27","04:00","12.5","12.6","12.4","93","6.2","7.1"
"Helsinki Kumpula","2021","8","27","05:00","12.7","12.7","12.6","91","6.5","7.2"
"Helsinki Kumpula","2021","8","27","06:00","12.5","12.7","12.4","94","6.3","6.8"
"Helsinki Kumpula","2021","8","27","07:00","12.6","12.8","12.4","93","6.5","7.4"
"Helsinki Kumpula","2021","8","27","08:00","12.9","13.1","12.8","89","6.7","7.3"
"Helsinki Kumpula","2021","8","27","09:00","13","13.2","12.9","88","6.9","7.6"
"Helsinki Kumpula","2021","8","27","10:00","13.3","13.5","13.1","86","6.6","7.2"
"Helsinki Kumpula","2021","8","27","11:00","13.7","13.9","13.5","84","6.4","7.4"
"Helsinki Kumpula","2021","8","27","12:00","14.2","14.2","14","82","6.4","7.2"
"Helsinki Kumpula","2021","8","27","13:00","14.4","14.5","14.2","81","6.6","7.2"
"Helsinki Kumpula","2021","8","27","14:00","14.5","14.6","14.1","82","5.9","6.9"
"Helsinki Kumpula","2021","8","27","15:00","13.4","14","13.2","91","5.7","7"
"Helsinki Kumpula","2021","8","27","16:00","13.3","13.3","13.2","91","5.4","6"
"Helsinki Kumpula","2021","8","27","17:00","13.2","13.3","12.8","90","5.8","6.4"
"Helsinki Kumpula","2021","8","27","18:00","13","13.3","12.8","92","5.7","6.2"
"Helsinki Kumpula","2021","8","27","19:00","13.4","13.6","13.3","88","5.8","6.3"
"Helsinki Kumpula","2021","8","27","20:00","13.6","13.8","13.5","87","5.8","6.5"
"Helsinki Kumpula","2021","8","27","21:00","14","14.1","13.8","86","5.8","6.2"
"Helsinki Kumpula","2021","8","27","22:00","14.2","14.3","14.1","87","5.2","5.9"
"Helsinki Kumpula","2021","8","27","23:00","14.4","14.4","14.3","87","5.5","6.1"
"Helsinki Kumpula","2021","8","28","00:00","14.5","14.5","14.4","87","5.8","6.3"
"Helsinki Kumpula","2021","8","28","01:00","14.6","14.6","14.5","87","5.8","6.3"
"Helsinki Kumpula","2021","8","28","02:00","14.7","14.8","14.6","87","5.9","6.4"
"Helsinki Kumpula","2021","8","28","03:00","14.7","14.8","14.7","88","5.7","6.1"
"Helsinki Kumpula","2021","8","28","04:00","14.6","14.7","14.6","88","-","-"
"Helsinki Kumpula","2021","8","28","05:00","14.4","14.6","14.3","90","5.1","5.8"
"Helsinki Kumpula","2021","8","28","06:00","14.3","14.4","14.2","92","5.8","6.6"
"Helsinki Kumpula","2021","8","28","07:00","14.3","14.4","14.3","91","6.1","6.8"
"Helsinki Kumpula","2021","8","28","08:00","14.2","14.3","14.1","92","6.1","7.2"
"Helsinki Kumpula","2021","8","28","09:00","14.3","14.6","14.1","90","5.7","6.3"
"Helsinki Kumpula","2021","8","28","10:00","15.1","15.9","14.6","86","5.4","6.3"
"Helsinki Kumpula","2021","8","28","11:00","16.4","17.2","15.8","79","5.6","6.3"
"Helsinki Kumpula","2021","8","28","12:00","18.1","19.4","17.1","73","5.5","7.4"
"Helsinki Kumpula","2021","8","28","13:00","19.7","20.3","19.3","67","5.2","5.7"
"Helsinki Kumpula","2021","8","28","14:00","20.4","20.7","20.2","63","4.8","5.6"
"Helsinki Kumpula","2021","8","28","15:00","20.7","20.9","20.4","65","5.5","6.5"
"Helsinki Kumpula","2021","8","28","16:00","20","20.6","19.4","69","4.6","5.8"
"Helsinki Kumpula","2021","8","28","17:00","20","20.1","19.8","72","4.3","5.3"
"Helsinki Kumpula","2021","8","28","18:00","19.3","19.8","18.8","75","4.3","5.2"
"Helsinki Kumpula","2021","8","28","19:00","18","18.8","17.3","80","4","4.7"
"Helsinki Kumpula","2021","8","28","20:00","17","17.3","16.7","83","5","5.6"
"Helsinki Kumpula","2021","8","28","21:00","16.3","16.7","15.8","84","4.4","5.3"
"Helsinki Kumpula","2021","8","28","22:00","15.5","15.8","15.1","87","4.2","4.7"
"Helsinki Kumpula","2021","8","28","23:00","14.8","15.1","14.4","88","3.7","4.4"
"Helsinki Kumpula","2021","8","29","00:00","14.3","14.4","14.2","89","3.5","4.3"
"Helsinki Kumpula","2021","8","29","01:00","13.9","14.2","13.6","88","3.5","3.9"
"Helsinki Kumpula","2021","8","29","02:00","13.3","13.6","13.1","89","3.5","4.1"
"Helsinki Kumpula","2021","8","29","03:00","13","13.2","12.7","89","3.8","4.2"
"Helsinki Kumpula","2021","8","29","04:00","12.6","12.8","12.5","90","3.3","3.9"
"Helsinki Kumpula","2021","8","29","05:00","13.3","14.2","12.8","86","3.2","3.7"
"Helsinki Kumpula","2021","8","29","06:00","15","15.6","14.3","79","3.8","4.6"
"Helsinki Kumpula","2021","8","29","07:00","16.3","17","15.6","73","5.1","6.3"
"Helsinki Kumpula","2021","8","29","08:00","17.8","18.8","17","65","5.7","7.1"
"Helsinki Kumpula","2021","8","29","09:00","19.2","19.5","18.7","56","7","7.8"
"Helsinki Kumpula","2021","8","29","10:00","19.3","19.6","19","56","6","7.1"
"Helsinki Kumpula","2021","8","29","11:00","18.9","19.1","18.8","59","4.4","5.5"
"Helsinki Kumpula","2021","8","29","12:00","18.9","19.1","18.8","59","5","6"
"Helsinki Kumpula","2021","8","29","13:00","19","19.4","18.7","60","4.1","5.7"
"Helsinki Kumpula","2021","8","29","14:00","19.6","20.1","19.2","58","4.3","5.1"
"Helsinki Kumpula","2021","8","29","15:00","18.9","19.9","17.9","61","3.6","4.4"
"Helsinki Kumpula","2021","8","29","16:00","18.2","18.8","17.5","64","3.7","4.9"
"Helsinki Kumpula","2021","8","29","17:00","16.8","17.4","16.3","69","3.9","4.9"
"Helsinki Kumpula","2021","8","29","18:00","16","16.3","15.6","73","3.2","4"
"Helsinki Kumpula","2021","8","29","19:00","16.1","16.2","16","73","3","3.7"
"Helsinki Kumpula","2021","8","29","20:00","16.1","16.1","16","73","3.2","3.4"
"Helsinki Kumpula","2021","8","29","21:00","15.7","16","15.4","75","3.9","4.2"
"Helsinki Kumpula","2021","8","29","22:00","14.7","15.4","13.2","79","3.6","4.3"
"Helsinki Kumpula","2021","8","29","23:00","13.8","14.1","13.2","84","3.9","4.4"
"Helsinki Kumpula","2021","8","30","00:00","13.5","13.7","13.3","86","4.3","4.5"
"Helsinki Kumpula","2021","8","30","01:00","12.7","13.4","12.2","88","4.2","4.5"
"Helsinki Kumpula","2021","8","30","02:00","12.3","12.4","12.2","87","4.5","4.8"
"Helsinki Kumpula","2021","8","30","03:00","11.9","12.3","11.7","87","4","4.6"
"Helsinki Kumpula","2021","8","30","04:00","11.9","12","11.6","87","3.9","4.6"
"Helsinki Kumpula","2021","8","30","05:00","12","12.4","11.8","86","3.6","4.4"
"Helsinki Kumpula","2021","8","30","06:00","13.6","14.7","12.5","79","3.5","4.3"
"Helsinki Kumpula","2021","8","30","07:00","15.6","16.5","14.7","71","3.5","4.7"
"Helsinki Kumpula","2021","8","30","08:00","17.1","17.7","16.4","61","4.7","5.3"
"Helsinki Kumpula","2021","8","30","09:00","18.3","19.1","17.8","55","5.2","6.8"
"Helsinki Kumpula","2021","8","30","10:00","19.1","19.5","18.8","51","5.1","6.6"
"Helsinki Kumpula","2021","8","30","11:00","19.5","19.9","19.2","51","5.1","6.2"
"Helsinki Kumpula","2021","8","30","12:00","19.9","20.3","19.4","48","4.2","5.4"
"Helsinki Kumpula","2021","8","30","13:00","20.2","20.7","19.4","45","3.7","4.9"
"Helsinki Kumpula","2021","8","30","14:00","19.6","20.3","18.9","56","2.9","3.4"
"Helsinki Kumpula","2021","8","30","15:00","19.4","19.9","18.7","53","2.8","3.8"
"Helsinki Kumpula","2021","8","30","16:00","18.4","19.4","18","56","2.9","4"
"Helsinki Kumpula","2021","8","30","17:00","17.9","18.1","17.3","56","2.7","3"
"Helsinki Kumpula","2021","8","30","18:00","16.7","17.6","15.3","58","3.5","3.9"
"Helsinki Kumpula","2021","8","30","19:00","14.5","15.3","13.5","68","3","3.6"
"Helsinki Kumpula","2021","8","30","20:00","13.6","14.1","13.3","74","3.3","3.8"
"Helsinki Kumpula","2021","8","30","21:00","12.5","13.8","11.2","80","3","3.7"
"Helsinki Kumpula","2021","8","30","22:00","11.1","11.6","10.7","87","2.8","3.4"
"Helsinki Kumpula","2021","8","30","23:00","10.7","11.3","10.2","87","3.2","3.9"
"Helsinki Kumpula","2021","8","31","00:00","11.2","11.4","10.3","82","3.6","4.3"
"Helsinki Kumpula","2021","8","31","01:00","9.4","10.7","8.8","91","2.6","3.3"
"Helsinki Kumpula","2021","8","31","02:00","9.5","10.2","8.8","90","3.5","4.5"
"Helsinki Kumpula","2021","8","31","03:00","9.7","10.2","9.4","87","3.8","4.6"
"Helsinki Kumpula","2021","8","31","04:00","9.7","10.2","9.3","86","3","4.2"
"Helsinki Kumpula","2021","8","31","05:00","10.5","11.3","9.7","83","2.9","4"
"Helsinki Kumpula","2021","8","31","06:00","12.8","13.8","11.4","74","3","3.7"
"Helsinki Kumpula","2021","8","31","07:00","14.8","15.7","13.9","65","3.3","3.9"
"Helsinki Kumpula","2021","8","31","08:00","16.2","16.7","15.8","58","3.7","4.6"
"Helsinki Kumpula","2021","8","31","09:00","17.2","17.9","16.7","52","3.5","4.6"
"Helsinki Kumpula","2021","8","31","10:00","18.1","18.7","17.6","46","3.4","4.2"
"Helsinki Kumpula","2021","8","31","11:00","18.8","19.2","18.5","47","3.7","4.2"
"Helsinki Kumpula","2021","8","31","12:00","19.5","20","19","48","3.5","4.3"
"Helsinki Kumpula","2021","8","31","13:00","20.2","20.6","19.7","47","3.2","4.6"
"Helsinki Kumpula","2021","8","31","14:00","19.3","20.7","18.2","48","3.2","4.1"
"Helsinki Kumpula","2021","8","31","15:00","18.9","19.8","17.9","51","3.2","4.1"
"Helsinki Kumpula","2021","8","31","16:00","17.6","17.9","16.7","54","3.4","4.2"
"Helsinki Kumpula","2021","8","31","17:00","16","16.7","15.3","63","2.8","3.8"
"Helsinki Kumpula","2021","8","31","18:00","15.4","15.5","15.1","72","3.4","3.8"
"Helsinki Kumpula","2021","8","31","19:00","14.8","15.2","14.5","75","3.4","3.7"
"Helsinki Kumpula","2021","8","31","20:00","14.2","14.8","13.6","77","3.3","3.9"
"Helsinki Kumpula","2021","8","31","21:00","13.5","13.9","13.2","77","3.4","3.9"
"Helsinki Kumpula","2021","8","31","22:00","12.7","13.3","12.1","77","3.9","4.2"
"Helsinki Kumpula","2021","8","31","23:00","11.7","12.1","11.5","80","3.5","4"
"Helsinki Kumpula","2021","9","1","00:00","10.8","11.6","10.4","84","3.5","4"
"Helsinki Kumpula","2021","9","1","01:00","10.3","10.5","10.2","88","4.1","4.4"
"Helsinki Kumpula","2021","9","1","02:00","10.2","10.4","10","89","4.3","4.7"
"Helsinki Kumpula","2021","9","1","03:00","9.8","10.1","9.7","91","4.3","4.8"
"Helsinki Kumpula","2021","9","1","04:00","10.1","10.5","9.7","90","4.3","4.9"
"Helsinki Kumpula","2021","9","1","05:00","10.9","11.3","10.4","86","4.8","5.5"
"Helsinki Kumpula","2021","9","1","06:00","12.4","13","11.4","78","4.8","5.8"
"Helsinki Kumpula","2021","9","1","07:00","13.5","13.8","13.1","69","4.9","5.5"
"Helsinki Kumpula","2021","9","1","08:00","14.3","14.6","13.9","64","5.5","6.8"
"Helsinki Kumpula","2021","9","1","09:00","15","15.6","14.5","55","5.7","7.9"
"Helsinki Kumpula","2021","9","1","10:00","15.4","15.8","14.8","51","6.6","8.2"
"Helsinki Kumpula","2021","9","1","11:00","15.9","16.4","15.1","49","6.2","7.7"
"Helsinki Kumpula","2021","9","1","12:00","15.7","16.5","15.1","49","5.9","7.1"
"Helsinki Kumpula","2021","9","1","13:00","15.6","16.6","14.8","48","5.5","6.6"
"Helsinki Kumpula","2021","9","1","14:00","14.6","14.8","14.2","48","5.6","6.4"
"Helsinki Kumpula","2021","9","1","15:00","14.2","14.6","13.5","53","4.6","6.4"
"Helsinki Kumpula","2021","9","1","16:00","13.8","14","13.3","54","5","6.7"
"Helsinki Kumpula","2021","9","1","17:00","12.9","13.6","12","55","5.3","6.9"
"Helsinki Kumpula","2021","9","1","18:00","11","12","10.3","67","4.5","5.5"
"Helsinki Kumpula","2021","9","1","19:00","9.7","10.2","9.3","76","4.1","4.4"
"Helsinki Kumpula","2021","9","1","20:00","9","9.3","8.9","81","3.9","4.3"
"Helsinki Kumpula","2021","9","1","21:00","8.6","8.8","8.4","81","4.4","5"
"Helsinki Kumpula","2021","9","1","22:00","8.3","8.5","8","81","4.7","5.3"
"Helsinki Kumpula","2021","9","1","23:00","7.8","8","7.7","83","4.5","4.8"
"Helsinki Kumpula","2021","9","2","00:00","7.6","7.7","7.4","83","4.3","4.8"
"Helsinki Kumpula","2021","9","2","01:00","7.4","7.7","7.1","84","4.5","4.9"
"Helsinki Kumpula","2021","9","2","02:00","6.8","7.1","6.6","87","4.6","4.9"
"Helsinki Kumpula","2021","9","2","03:00","6.6","6.8","6.4","87","4.6","5"
"Helsinki Kumpula","2021","9","2","04:00","6.5","6.8","6.3","88","4.3","4.8"
"Helsinki Kumpula","2021","9","2","05:00","7.4","8.3","6.7","84","3.9","4.5"
"Helsinki Kumpula","2021","9","2","06:00","9.6","10.7","8.3","76","3.7","4.6"
"Helsinki Kumpula","2021","9","2","07:00","11.2","12.1","10.5","70","3.8","4.8"
"Helsinki Kumpula","2021","9","2","08:00","13","13.7","12.1","61","4.8","6.5"
"Helsinki Kumpula","2021","9","2","09:00","13.8","14.4","13.4","55","6.5","8.1"
"Helsinki Kumpula","2021","9","2","10:00","13.9","14.7","13.1","54","6.2","7.8"
"Helsinki Kumpula","2021","9","2","11:00","14","14.9","13.2","49","6.8","7.7"
"Helsinki Kumpula","2021","9","2","12:00","14.3","14.7","13.7","48","5.8","7.7"
"Helsinki Kumpula","2021","9","2","13:00","14.4","15.1","13.5","47","6.3","7.2"
"Helsinki Kumpula","2021","9","2","14:00","13.8","14.3","13.4","51","6.5","8.3"
"Helsinki Kumpula","2021","9","2","15:00","13.3","13.4","13.1","55","6.9","8.7"
"Helsinki Kumpula","2021","9","2","16:00","12.7","13.1","12.3","60","6.4","7.7"
"Helsinki Kumpula","2021","9","2","17:00","12.1","12.4","11.4","67","7.3","9.3"
"Helsinki Kumpula","2021","9","2","18:00","10.9","11.6","10.4","81","6.2","7.8"
"Helsinki Kumpula","2021","9","2","19:00","10.2","10.4","10.1","94","4.8","5.5"
"Helsinki Kumpula","2021","9","2","20:00","10.9","11.4","10.4","96","5.8","6.6"
"Helsinki Kumpula","2021","9","2","21:00","11.5","11.7","11.3","94","5.9","6.3"
"Helsinki Kumpula","2021","9","2","22:00","11.9","12.2","11.6","88","7.2","7.8"
"Helsinki Kumpula","2021","9","2","23:00","12.2","12.3","12.1","83","7","7.9"
"Helsinki Kumpula","2021","9","3","00:00","12.2","12.3","12.1","79","7.6","8.5"
"Helsinki Kumpula","2021","9","3","01:00","12","12.2","11.9","76","7.9","9.2"
"Helsinki Kumpula","2021","9","3","02:00","11.5","11.8","11","71","7.8","9.2"
"Helsinki Kumpula","2021","9","3","03:00","10.3","11","9.7","72","7.6","8.6"
"Helsinki Kumpula","2021","9","3","04:00","8.9","9.6","8.4","77","6.8","8.2"
"Helsinki Kumpula","2021","9","3","05:00","8.5","8.6","8.2","79","5.5","6.7"
"Helsinki Kumpula","2021","9","3","06:00","8.5","8.6","8.4","75","6.1","7.6"
"Helsinki Kumpula","2021","9","3","07:00","9.1","9.9","8.5","70","5.6","7.1"
"Helsinki Kumpula","2021","9","3","08:00","9.7","10.4","9.4","65","5.4","6.5"
"Helsinki Kumpula","2021","9","3","09:00","10.9","11.5","10.3","60","5.4","6.5"
"Helsinki Kumpula","2021","9","3","10:00","11.8","12.6","10.9","57","5.1","6.6"
"Helsinki Kumpula","2021","9","3","11:00","12.3","13.2","11.6","53","5.8","7.2"
"Helsinki Kumpula","2021","9","3","12:00","12.9","14.2","12.1","51","6.5","8.5"
"Helsinki Kumpula","2021","9","3","13:00","13.5","14.1","13","51","6.3","7.6"
"Helsinki Kumpula","2021","9","3","14:00","13.2","14.4","11.1","54","6.5","8.3"
"Helsinki Kumpula","2021","9","3","15:00","12.2","12.7","11.3","60","5.6","7.5"
"Helsinki Kumpula","2021","9","3","16:00","10.7","12.7","8.9","72","5.8","7.9"
"Helsinki Kumpula","2021","9","3","17:00","8.9","9.3","8.7","82","4.3","-"
"Helsinki Kumpula","2021","9","3","18:00","8.4","9.6","6.7","82","4.3","6.3"
"Helsinki Kumpula","2021","9","3","19:00","6.7","6.9","6.5","94","4.4","4.8"
"Helsinki Kumpula","2021","9","3","20:00","6.7","7","6.6","92","4.3","4.7"
"Helsinki Kumpula","2021","9","3","21:00","6.8","6.9","6.6","90","4.6","5"
"Helsinki Kumpula","2021","9","3","22:00","6.8","7","6.6","88","4.8","5.3"
"Helsinki Kumpula","2021","9","3","23:00","6.9","7.1","6.6","86","4.8","5.2"
"Helsinki Kumpula","2021","9","4","00:00","6.7","6.9","6.4","86","4.9","5.3"
"Helsinki Kumpula","2021","9","4","01:00","6.2","6.5","5.9","87","4.6","5.1"
"Helsinki Kumpula","2021","9","4","02:00","5.7","5.9","5.4","89","4.2","4.6"
"Helsinki Kumpula","2021","9","4","03:00","5.3","5.4","5.2","91","4.2","4.5"
"Helsinki Kumpula","2021","9","4","04:00","5.3","5.4","5.2","92","3.9","4.4"
"Helsinki Kumpula","2021","9","4","05:00","5.8","6.5","5.2","89","3.5","4.1"
"Helsinki Kumpula","2021","9","4","06:00","6.9","7.4","6.6","83","3.8","4.2"
"Helsinki Kumpula","2021","9","4","07:00","8.9","10","7.4","74","4.2","4.8"
"Helsinki Kumpula","2021","9","4","08:00","10.4","10.9","9.8","64","5.6","6.2"
"Helsinki Kumpula","2021","9","4","09:00","11.4","12.3","10.7","55","4.8","5.8"
"Helsinki Kumpula","2021","9","4","10:00","12.3","13","11.6","46","5.2","5.8"
"Helsinki Kumpula","2021","9","4","11:00","13","13.8","12.4","43","5","6.4"
"Helsinki Kumpula","2021","9","4","12:00","13","14","12.5","43","5.1","6.2"
"Helsinki Kumpula","2021","9","4","13:00","13.6","14.1","12.9","40","5.5","7.1"
"Helsinki Kumpula","2021","9","4","14:00","13","13.4","12.6","40","5.6","7.3"
"Helsinki Kumpula","2021","9","4","15:00","12.3","13","11.9","40","4.5","6.4"
"Helsinki Kumpula","2021","9","4","16:00","11.7","12.7","11.1","42","4.5","6"
"Helsinki Kumpula","2021","9","4","17:00","10.2","11","9.6","50","3","4.3"
"Helsinki Kumpula","2021","9","4","18:00","9.1","9.7","8.6","55","2.7","3.1"
"Helsinki Kumpula","2021","9","4","19:00","8","9","6.6","60","2.5","3"
"Helsinki Kumpula","2021","9","4","20:00","6.2","6.9","5.7","70","2.9","3.3"
"Helsinki Kumpula","2021","9","4","21:00","5.7","6","5.4","73","3.4","3.6"
"Helsinki Kumpula","2021","9","4","22:00","5","5.4","4.5","76","3.1","3.6"
"Helsinki Kumpula","2021","9","4","23:00","4.3","4.6","3.9","80","3.2","3.5"
"Helsinki Kumpula","2021","9","5","00:00","4","4.2","3.8","82","3.4","3.7"
"Helsinki Kumpula","2021","9","5","01:00","3.6","4","3.3","85","3.5","3.9"
"Helsinki Kumpula","2021","9","5","02:00","3.1","3.3","2.9","88","3.3","3.4"
"Helsinki Kumpula","2021","9","5","03:00","3","3.2","2.8","89","3.4","3.8"
"Helsinki Kumpula","2021","9","5","04:00","3.2","3.4","3","88","3.3","3.8"
"Helsinki Kumpula","2021","9","5","05:00","3.6","4.7","3","88","3.2","3.7"
"Helsinki Kumpula","2021","9","5","06:00","6.2","7.6","4.8","75","2.4","3.2"
"Helsinki Kumpula","2021","9","5","07:00","8","8.9","7","67","2.9","3.8"
"Helsinki Kumpula","2021","9","5","08:00","10","11.2","9","56","3.3","4.2"
"Helsinki Kumpula","2021","9","5","09:00","11.9","12.5","11.1","49","4.6","5.4"
"Helsinki Kumpula","2021","9","5","10:00","12.8","13.7","12.2","53","5.1","6"
"Helsinki Kumpula","2021","9","5","11:00","13.3","14","12.9","49","4.7","6.5"
"Helsinki Kumpula","2021","9","5","12:00","13.1","14.1","12.6","50","4.6","6.2"
"Helsinki Kumpula","2021","9","5","13:00","13.3","13.8","12.8","49","4.8","6.3"
"Helsinki Kumpula","2021","9","5","14:00","13.9","14.2","13.5","47","5.6","6.6"
"Helsinki Kumpula","2021","9","5","15:00","13.2","13.5","13","49","6.2","7"
"Helsinki Kumpula","2021","9","5","16:00","12.7","13","12.2","52","5.5","6.3"
"Helsinki Kumpula","2021","9","5","17:00","11.8","12.2","11.4","60","4.8","5.3"
"Helsinki Kumpula","2021","9","5","18:00","11.3","11.5","11","61","6","7.8"
"Helsinki Kumpula","2021","9","5","19:00","10.7","11","10.4","59","5.4","6.8"
"Helsinki Kumpula","2021","9","5","20:00","10.2","10.4","10.1","65","4.6","5.2"
"Helsinki Kumpula","2021","9","5","21:00","10","10.1","9.8","68","3.6","4.6"
"Helsinki Kumpula","2021","9","5","22:00","9.8","10","9.5","72","3.8","4.8"
"Helsinki Kumpula","2021","9","5","23:00","10.3","10.4","9.9","72","3.7","4.5"
"Helsinki Kumpula","2021","9","6","00:00","10.5","10.8","10.1","80","3.8","4.8"
"Helsinki Kumpula","2021","9","6","01:00","10.6","10.9","10.2","87","3.5","4"
"Helsinki Kumpula","2021","9","6","02:00","10.9","11","10.6","88","3.6","4.1"
"Helsinki Kumpula","2021","9","6","03:00","10.4","10.6","10.3","91","3.1","3.6"
"Helsinki Kumpula","2021","9","6","04:00","10.1","10.5","9.8","92","3.5","3.9"
"Helsinki Kumpula","2021","9","6","05:00","10.6","11.1","9.9","91","3","3.7"
"Helsinki Kumpula","2021","9","6","06:00","11.4","12.6","11","89","2.5","2.9"
"Helsinki Kumpula","2021","9","6","07:00","13.1","13.7","12.6","81","2.9","3.5"
"Helsinki Kumpula","2021","9","6","08:00","14.3","14.9","13.7","75","2.5","3.2"
"Helsinki Kumpula","2021","9","6","09:00","15.4","15.9","14.7","71","2.1","2.9"
"Helsinki Kumpula","2021","9","6","10:00","15.2","15.9","14.5","73","2.4","3.4"
