"Observation station","Year","Month","Day","Time [Local time]","Average temperature [°C]","Average relative humidity [%]"
"Helsinki Kumpula","2021","1","19","22:00","-0.8","93"
"Helsinki Kumpula","2021","1","19","23:00","-1.1","90"
"Helsinki Kumpula","2021","1","20","00:00","-1","92"
"Helsinki Kumpula","2021","1","20","01:00","-1","90"
"Helsinki Kumpula","2021","1","20","02:00","-1.3","90"
"Helsinki Kumpula","2021","1","20","03:00","-2","88"
"Helsinki Kumpula","2021","1","20","04:00","-2.6","87"
"Helsinki Kumpula","2021","1","20","05:00","-3","88"
"Helsinki Kumpula","2021","1","20","06:00","-3.4","88"
"Helsinki Kumpula","2021","1","20","07:00","-5","85"
"Helsinki Kumpula","2021","1","20","08:00","-6","82"
"Helsinki Kumpula","2021","1","20","09:00","-7","84"
"Helsinki Kumpula","2021","1","20","10:00","-6.6","87"
"Helsinki Kumpula","2021","1","20","11:00","-5.4","77"
"Helsinki Kumpula","2021","1","20","12:00","-4.8","73"
"Helsinki Kumpula","2021","1","20","13:00","-3.9","76"
"Helsinki Kumpula","2021","1","20","14:00","-4.1","82"
"Helsinki Kumpula","2021","1","20","15:00","-4.5","87"
"Helsinki Kumpula","2021","1","20","16:00","-4.6","87"
"Helsinki Kumpula","2021","1","20","17:00","-4.7","88"
"Helsinki Kumpula","2021","1","20","18:00","-4.6","90"
"Helsinki Kumpula","2021","1","20","19:00","-4.4","89"
"Helsinki Kumpula","2021","1","20","20:00","-4.1","84"
"Helsinki Kumpula","2021","1","20","21:00","-3.8","84"
"Helsinki Kumpula","2021","1","20","22:00","-3.9","84"
"Helsinki Kumpula","2021","1","20","23:00","-4.1","85"
"Helsinki Kumpula","2021","1","21","00:00","-4.3","87"
"Helsinki Kumpula","2021","1","21","01:00","-4.4","90"
"Helsinki Kumpula","2021","1","21","02:00","-4.5","93"
"Helsinki Kumpula","2021","1","21","03:00","-4.5","92"
"Helsinki Kumpula","2021","1","21","04:00","-4.6","92"
"Helsinki Kumpula","2021","1","21","05:00","-4.9","91"
"Helsinki Kumpula","2021","1","21","06:00","-5.2","89"
"Helsinki Kumpula","2021","1","21","07:00","-5.2","88"
"Helsinki Kumpula","2021","1","21","08:00","-5.3","88"
"Helsinki Kumpula","2021","1","21","09:00","-5.4","89"
"Helsinki Kumpula","2021","1","21","10:00","-5.5","90"
"Helsinki Kumpula","2021","1","21","11:00","-5.2","89"
"Helsinki Kumpula","2021","1","21","12:00","-5.1","89"
"Helsinki Kumpula","2021","1","21","13:00","-5","90"
"Helsinki Kumpula","2021","1","21","14:00","-4.9","91"
"Helsinki Kumpula","2021","1","21","15:00","-4.9","92"
"Helsinki Kumpula","2021","1","21","16:00","-4.7","92"
"Helsinki Kumpula","2021","1","21","17:00","-4.6","91"
"Helsinki Kumpula","2021","1","21","18:00","-4.4","93"
"Helsinki Kumpula","2021","1","21","19:00","-4.2","95"
"Helsinki Kumpula","2021","1","21","20:00","-4","95"
"Helsinki Kumpula","2021","1","21","21:00","-3.7","96"
"Helsinki Kumpula","2021","1","21","22:00","-3.2","95"
"Helsinki Kumpula","2021","1","21","23:00","-2.6","96"
"Helsinki Kumpula","2021","1","22","00:00","-2","96"
"Helsinki Kumpula","2021","1","22","01:00","-1.4","97"
"Helsinki Kumpula","2021","1","22","02:00","-0.6","97"
"Helsinki Kumpula","2021","1","22","03:00","0.2","97"
"Helsinki Kumpula","2021","1","22","04:00","1","97"
"Helsinki Kumpula","2021","1","22","05:00","1.8","95"
"Helsinki Kumpula","2021","1","22","06:00","2.1","93"
"Helsinki Kumpula","2021","1","22","07:00","1.9","94"
"Helsinki Kumpula","2021","1","22","08:00","1.4","95"
"Helsinki Kumpula","2021","1","22","09:00","1.3","97"
"Helsinki Kumpula","2021","1","22","10:00","1.3","97"
"Helsinki Kumpula","2021","1","22","11:00","1.5","95"
"Helsinki Kumpula","2021","1","22","12:00","1.6","95"
"Helsinki Kumpula","2021","1","22","13:00","1.5","95"
"Helsinki Kumpula","2021","1","22","14:00","1.5","95"
"Helsinki Kumpula","2021","1","22","15:00","1.2","96"
"Helsinki Kumpula","2021","1","22","16:00","1.1","96"
"Helsinki Kumpula","2021","1","22","17:00","1.1","98"
"Helsinki Kumpula","2021","1","22","18:00","1.2","98"
"Helsinki Kumpula","2021","1","22","19:00","1.4","98"
"Helsinki Kumpula","2021","1","22","20:00","1.5","97"
"Helsinki Kumpula","2021","1","22","21:00","2.1","94"
"Helsinki Kumpula","2021","1","22","22:00","2.5","92"
"Helsinki Kumpula","2021","1","22","23:00","2.8","90"
"Helsinki Kumpula","2021","1","23","00:00","2.9","89"
"Helsinki Kumpula","2021","1","23","01:00","2.8","90"
"Helsinki Kumpula","2021","1","23","02:00","2.7","90"
"Helsinki Kumpula","2021","1","23","03:00","2.6","91"
"Helsinki Kumpula","2021","1","23","04:00","2.5","92"
"Helsinki Kumpula","2021","1","23","05:00","2.5","92"
"Helsinki Kumpula","2021","1","23","06:00","2.5","92"
"Helsinki Kumpula","2021","1","23","07:00","2.4","92"
"Helsinki Kumpula","2021","1","23","08:00","2.5","89"
"Helsinki Kumpula","2021","1","23","09:00","2.5","89"
"Helsinki Kumpula","2021","1","23","10:00","2.6","88"
"Helsinki Kumpula","2021","1","23","11:00","2.6","88"
"Helsinki Kumpula","2021","1","23","12:00","2.7","88"
"Helsinki Kumpula","2021","1","23","13:00","2.8","88"
"Helsinki Kumpula","2021","1","23","14:00","3","87"
"Helsinki Kumpula","2021","1","23","15:00","3.1","86"
"Helsinki Kumpula","2021","1","23","16:00","3","87"
"Helsinki Kumpula","2021","1","23","17:00","3","87"
"Helsinki Kumpula","2021","1","23","18:00","3.1","86"
"Helsinki Kumpula","2021","1","23","19:00","3.1","85"
"Helsinki Kumpula","2021","1","23","20:00","2.9","86"
"Helsinki Kumpula","2021","1","23","21:00","2.4","91"
"Helsinki Kumpula","2021","1","23","22:00","2.1","93"
"Helsinki Kumpula","2021","1","23","23:00","1.9","93"
"Helsinki Kumpula","2021","1","24","00:00","1.7","94"
"Helsinki Kumpula","2021","1","24","01:00","1.6","94"
"Helsinki Kumpula","2021","1","24","02:00","1.4","93"
"Helsinki Kumpula","2021","1","24","03:00","1","95"
"Helsinki Kumpula","2021","1","24","04:00","0.4","97"
"Helsinki Kumpula","2021","1","24","05:00","0.4","98"
"Helsinki Kumpula","2021","1","24","06:00","0.4","98"
"Helsinki Kumpula","2021","1","24","07:00","0.6","98"
"Helsinki Kumpula","2021","1","24","08:00","0.9","99"
"Helsinki Kumpula","2021","1","24","09:00","1.2","99"
"Helsinki Kumpula","2021","1","24","10:00","1.8","98"
"Helsinki Kumpula","2021","1","24","11:00","2.1","98"
"Helsinki Kumpula","2021","1","24","12:00","2.5","97"
"Helsinki Kumpula","2021","1","24","13:00","2.8","95"
"Helsinki Kumpula","2021","1","24","14:00","2.8","95"
"Helsinki Kumpula","2021","1","24","15:00","2.6","95"
"Helsinki Kumpula","2021","1","24","16:00","2.5","95"
"Helsinki Kumpula","2021","1","24","17:00","2.5","94"
"Helsinki Kumpula","2021","1","24","18:00","2.6","94"
"Helsinki Kumpula","2021","1","24","19:00","2.2","95"
"Helsinki Kumpula","2021","1","24","20:00","2.2","95"
"Helsinki Kumpula","2021","1","24","21:00","1.9","95"
"Helsinki Kumpula","2021","1","24","22:00","1.7","96"
"Helsinki Kumpula","2021","1","24","23:00","1.5","97"
"Helsinki Kumpula","2021","1","25","00:00","1.1","98"
"Helsinki Kumpula","2021","1","25","01:00","0.3","99"
"Helsinki Kumpula","2021","1","25","02:00","0.1","99"
"Helsinki Kumpula","2021","1","25","03:00","0.1","99"
"Helsinki Kumpula","2021","1","25","04:00","0.2","99"
"Helsinki Kumpula","2021","1","25","05:00","0.2","99"
"Helsinki Kumpula","2021","1","25","06:00","0.2","99"
"Helsinki Kumpula","2021","1","25","07:00","0.2","99"
"Helsinki Kumpula","2021","1","25","08:00","0.3","99"
"Helsinki Kumpula","2021","1","25","09:00","0.6","99"
"Helsinki Kumpula","2021","1","25","10:00","0.9","98"
"Helsinki Kumpula","2021","1","25","11:00","1","97"
"Helsinki Kumpula","2021","1","25","12:00","1.1","97"
"Helsinki Kumpula","2021","1","25","13:00","1.2","97"
"Helsinki Kumpula","2021","1","25","14:00","1.4","95"
"Helsinki Kumpula","2021","1","25","15:00","1.6","94"
"Helsinki Kumpula","2021","1","25","16:00","1.6","91"
"Helsinki Kumpula","2021","1","25","17:00","1","94"
"Helsinki Kumpula","2021","1","25","18:00","0.8","96"
"Helsinki Kumpula","2021","1","25","19:00","1.2","92"
"Helsinki Kumpula","2021","1","25","20:00","1.4","90"
"Helsinki Kumpula","2021","1","25","21:00","1.4","89"
"Helsinki Kumpula","2021","1","25","22:00","1.4","88"
"Helsinki Kumpula","2021","1","25","23:00","1.4","89"
"Helsinki Kumpula","2021","1","26","00:00","1.4","90"
"Helsinki Kumpula","2021","1","26","01:00","1.3","89"
"Helsinki Kumpula","2021","1","26","02:00","1.2","88"
"Helsinki Kumpula","2021","1","26","03:00","1.1","91"
"Helsinki Kumpula","2021","1","26","04:00","0.8","92"
"Helsinki Kumpula","2021","1","26","05:00","0.9","91"
"Helsinki Kumpula","2021","1","26","06:00","0.9","91"
"Helsinki Kumpula","2021","1","26","07:00","0.8","93"
"Helsinki Kumpula","2021","1","26","08:00","0.8","92"
"Helsinki Kumpula","2021","1","26","10:00","0.6","93"
"Helsinki Kumpula","2021","1","26","11:00","0.7","93"
"Helsinki Kumpula","2021","1","26","12:00","0.8","93"
"Helsinki Kumpula","2021","1","26","13:00","0.7","94"
"Helsinki Kumpula","2021","1","26","14:00","0.6","95"
"Helsinki Kumpula","2021","1","26","15:00","0.6","96"
"Helsinki Kumpula","2021","1","26","16:00","0.8","96"
"Helsinki Kumpula","2021","1","26","17:00","0.8","96"
"Helsinki Kumpula","2021","1","26","18:00","0.7","96"
"Helsinki Kumpula","2021","1","26","19:00","0.6","96"
"Helsinki Kumpula","2021","1","26","20:00","0.6","96"
"Helsinki Kumpula","2021","1","26","21:00","0.5","97"
"Helsinki Kumpula","2021","1","26","22:00","0.4","97"
"Helsinki Kumpula","2021","1","26","23:00","0.5","97"
"Helsinki Kumpula","2021","1","27","00:00","0.5","97"
"Helsinki Kumpula","2021","1","27","01:00","0.5","97"
"Helsinki Kumpula","2021","1","27","02:00","0.6","97"
"Helsinki Kumpula","2021","1","27","03:00","0.6","98"
"Helsinki Kumpula","2021","1","27","04:00","0.7","98"
"Helsinki Kumpula","2021","1","27","05:00","0.7","98"
"Helsinki Kumpula","2021","1","27","06:00","0.7","98"
"Helsinki Kumpula","2021","1","27","07:00","0.7","98"
"Helsinki Kumpula","2021","1","27","08:00","0.7","98"
"Helsinki Kumpula","2021","1","27","09:00","0.7","98"
"Helsinki Kumpula","2021","1","27","10:00","0.7","99"
"Helsinki Kumpula","2021","1","27","11:00","0.7","99"
"Helsinki Kumpula","2021","1","27","12:00","0.8","99"
"Helsinki Kumpula","2021","1","27","13:00","0.9","100"
"Helsinki Kumpula","2021","1","27","14:00","0.9","100"
"Helsinki Kumpula","2021","1","27","15:00","0.8","99"
"Helsinki Kumpula","2021","1","27","16:00","0.8","99"
"Helsinki Kumpula","2021","1","27","17:00","0.6","99"
"Helsinki Kumpula","2021","1","27","18:00","0.4","99"
"Helsinki Kumpula","2021","1","27","19:00","0.2","99"
"Helsinki Kumpula","2021","1","27","20:00","0","97"
"Helsinki Kumpula","2021","1","27","21:00","-0.5","96"
"Helsinki Kumpula","2021","1","27","22:00","-0.9","95"
"Helsinki Kumpula","2021","1","27","23:00","-1.2","94"
"Helsinki Kumpula","2021","1","28","00:00","-1.6","95"
"Helsinki Kumpula","2021","1","28","01:00","-1.9","93"
"Helsinki Kumpula","2021","1","28","02:00","-2.3","93"
"Helsinki Kumpula","2021","1","28","03:00","-2.5","94"
"Helsinki Kumpula","2021","1","28","04:00","-2.5","94"
"Helsinki Kumpula","2021","1","28","05:00","-2.8","94"
"Helsinki Kumpula","2021","1","28","06:00","-3.4","94"
"Helsinki Kumpula","2021","1","28","07:00","-3.4","95"
"Helsinki Kumpula","2021","1","28","08:00","-2.7","94"
"Helsinki Kumpula","2021","1","28","09:00","-2.5","90"
"Helsinki Kumpula","2021","1","28","10:00","-3","91"
"Helsinki Kumpula","2021","1","28","11:00","-3","91"
"Helsinki Kumpula","2021","1","28","12:00","-3","90"
"Helsinki Kumpula","2021","1","28","13:00","-3","89"
"Helsinki Kumpula","2021","1","28","14:00","-3","87"
"Helsinki Kumpula","2021","1","28","15:00","-3.2","88"
"Helsinki Kumpula","2021","1","28","16:00","-3.9","90"
"Helsinki Kumpula","2021","1","28","17:00","-4.2","91"
"Helsinki Kumpula","2021","1","28","18:00","-4.3","92"
"Helsinki Kumpula","2021","1","28","19:00","-4.5","92"
"Helsinki Kumpula","2021","1","28","20:00","-4.6","92"
"Helsinki Kumpula","2021","1","28","21:00","-5","94"
"Helsinki Kumpula","2021","1","28","22:00","-5.1","94"
"Helsinki Kumpula","2021","1","28","23:00","-5.2","95"
"Helsinki Kumpula","2021","1","29","00:00","-5.3","95"
"Helsinki Kumpula","2021","1","29","01:00","-5.2","95"
"Helsinki Kumpula","2021","1","29","02:00","-5.1","96"
"Helsinki Kumpula","2021","1","29","03:00","-5.2","95"
"Helsinki Kumpula","2021","1","29","04:00","-5.2","94"
"Helsinki Kumpula","2021","1","29","05:00","-5.2","93"
"Helsinki Kumpula","2021","1","29","06:00","-5","91"
"Helsinki Kumpula","2021","1","29","07:00","-4.8","92"
"Helsinki Kumpula","2021","1","29","08:00","-4.5","91"
"Helsinki Kumpula","2021","1","29","09:00","-4.2","92"
"Helsinki Kumpula","2021","1","29","10:00","-3.9","91"
"Helsinki Kumpula","2021","1","29","11:00","-3.4","90"
"Helsinki Kumpula","2021","1","29","12:00","-2.8","90"
"Helsinki Kumpula","2021","1","29","13:00","-2.3","89"
"Helsinki Kumpula","2021","1","29","14:00","-2.2","88"
"Helsinki Kumpula","2021","1","29","15:00","-1.9","87"
"Helsinki Kumpula","2021","1","29","16:00","-1.8","86"
"Helsinki Kumpula","2021","1","29","17:00","-2.2","88"
"Helsinki Kumpula","2021","1","29","18:00","-2.8","91"
"Helsinki Kumpula","2021","1","29","19:00","-3.2","91"
"Helsinki Kumpula","2021","1","29","20:00","-3.6","90"
"Helsinki Kumpula","2021","1","29","21:00","-4","89"
"Helsinki Kumpula","2021","1","29","22:00","-4.4","90"
"Helsinki Kumpula","2021","1","29","23:00","-4.7","90"
"Helsinki Kumpula","2021","1","30","00:00","-4.8","90"
"Helsinki Kumpula","2021","1","30","01:00","-5.1","89"
"Helsinki Kumpula","2021","1","30","02:00","-5.3","88"
"Helsinki Kumpula","2021","1","30","03:00","-5.6","88"
"Helsinki Kumpula","2021","1","30","04:00","-5.9","87"
"Helsinki Kumpula","2021","1","30","05:00","-6","86"
"Helsinki Kumpula","2021","1","30","06:00","-6.1","87"
"Helsinki Kumpula","2021","1","30","07:00","-6","86"
"Helsinki Kumpula","2021","1","30","08:00","-6","88"
"Helsinki Kumpula","2021","1","30","09:00","-6","87"
"Helsinki Kumpula","2021","1","30","10:00","-5.9","85"
"Helsinki Kumpula","2021","1","30","11:00","-5.8","85"
"Helsinki Kumpula","2021","1","30","12:00","-5.6","85"
"Helsinki Kumpula","2021","1","30","13:00","-5.3","84"
"Helsinki Kumpula","2021","1","30","14:00","-5.2","83"
"Helsinki Kumpula","2021","1","30","15:00","-5.4","84"
"Helsinki Kumpula","2021","1","30","16:00","-5.5","87"
"Helsinki Kumpula","2021","1","30","17:00","-5.8","87"
"Helsinki Kumpula","2021","1","30","18:00","-6.1","89"
"Helsinki Kumpula","2021","1","30","19:00","-6.5","90"
"Helsinki Kumpula","2021","1","30","20:00","-6.7","89"
"Helsinki Kumpula","2021","1","30","21:00","-6.9","90"
"Helsinki Kumpula","2021","1","30","22:00","-7.1","90"
"Helsinki Kumpula","2021","1","30","23:00","-7.1","89"
"Helsinki Kumpula","2021","1","31","00:00","-7.1","90"
"Helsinki Kumpula","2021","1","31","01:00","-7","90"
"Helsinki Kumpula","2021","1","31","02:00","-6.9","90"
"Helsinki Kumpula","2021","1","31","03:00","-6.8","90"
"Helsinki Kumpula","2021","1","31","04:00","-6.6","90"
"Helsinki Kumpula","2021","1","31","05:00","-6.6","90"
"Helsinki Kumpula","2021","1","31","06:00","-6.7","91"
"Helsinki Kumpula","2021","1","31","07:00","-6.6","91"
"Helsinki Kumpula","2021","1","31","08:00","-6.6","90"
"Helsinki Kumpula","2021","1","31","09:00","-6.7","89"
"Helsinki Kumpula","2021","1","31","10:00","-6.6","89"
"Helsinki Kumpula","2021","1","31","11:00","-6.4","89"
"Helsinki Kumpula","2021","1","31","12:00","-6.2","91"
"Helsinki Kumpula","2021","1","31","13:00","-6","90"
"Helsinki Kumpula","2021","1","31","14:00","-5.8","88"
"Helsinki Kumpula","2021","1","31","15:00","-5.1","84"
"Helsinki Kumpula","2021","1","31","16:00","-6.2","85"
"Helsinki Kumpula","2021","1","31","17:00","-8","91"
"Helsinki Kumpula","2021","1","31","18:00","-8","92"
"Helsinki Kumpula","2021","1","31","19:00","-7.6","91"
"Helsinki Kumpula","2021","1","31","20:00","-7","90"
"Helsinki Kumpula","2021","1","31","21:00","-6.8","91"
"Helsinki Kumpula","2021","1","31","22:00","-7.1","91"
"Helsinki Kumpula","2021","1","31","23:00","-7.6","90"
"Helsinki Kumpula","2021","2","1","00:00","-8.6","92"
"Helsinki Kumpula","2021","2","1","01:00","-9.6","93"
"Helsinki Kumpula","2021","2","1","02:00","-10.6","93"
"Helsinki Kumpula","2021","2","1","03:00","-10.4","93"
"Helsinki Kumpula","2021","2","1","04:00","-9.9","92"
"Helsinki Kumpula","2021","2","1","05:00","-9.6","92"
"Helsinki Kumpula","2021","2","1","06:00","-9.4","92"
"Helsinki Kumpula","2021","2","1","07:00","-9.3","92"
"Helsinki Kumpula","2021","2","1","08:00","-9.1","92"
"Helsinki Kumpula","2021","2","1","09:00","-9.4","90"
"Helsinki Kumpula","2021","2","1","10:00","-8.8","90"
"Helsinki Kumpula","2021","2","1","11:00","-8","92"
"Helsinki Kumpula","2021","2","1","12:00","-7.5","94"
"Helsinki Kumpula","2021","2","1","13:00","-7","93"
"Helsinki Kumpula","2021","2","1","14:00","-6.3","90"
"Helsinki Kumpula","2021","2","1","15:00","-6.4","90"
"Helsinki Kumpula","2021","2","1","16:00","-6.3","90"
"Helsinki Kumpula","2021","2","1","17:00","-6.3","91"
"Helsinki Kumpula","2021","2","1","18:00","-6.7","93"
"Helsinki Kumpula","2021","2","1","19:00","-7","94"
"Helsinki Kumpula","2021","2","1","20:00","-6.3","94"
"Helsinki Kumpula","2021","2","1","21:00","-6.3","93"
"Helsinki Kumpula","2021","2","1","22:00","-6.6","94"
"Helsinki Kumpula","2021","2","1","23:00","-5.5","92"
"Helsinki Kumpula","2021","2","2","00:00","-5","88"
"Helsinki Kumpula","2021","2","2","01:00","-5.3","87"
"Helsinki Kumpula","2021","2","2","02:00","-6.3","88"
"Helsinki Kumpula","2021","2","2","03:00","-7.6","92"
"Helsinki Kumpula","2021","2","2","04:00","-8.6","94"
"Helsinki Kumpula","2021","2","2","05:00","-8.1","94"
"Helsinki Kumpula","2021","2","2","06:00","-7","92"
"Helsinki Kumpula","2021","2","2","07:00","-6.4","91"
"Helsinki Kumpula","2021","2","2","08:00","-5.8","91"
"Helsinki Kumpula","2021","2","2","09:00","-5.3","89"
"Helsinki Kumpula","2021","2","2","10:00","-4.8","86"
"Helsinki Kumpula","2021","2","2","11:00","-4.5","83"
"Helsinki Kumpula","2021","2","2","12:00","-4.3","87"
"Helsinki Kumpula","2021","2","2","13:00","-3.9","89"
"Helsinki Kumpula","2021","2","2","14:00","-3.7","90"
"Helsinki Kumpula","2021","2","2","15:00","-3.7","93"
"Helsinki Kumpula","2021","2","2","16:00","-3.4","95"
"Helsinki Kumpula","2021","2","2","17:00","-2.7","96"
"Helsinki Kumpula","2021","2","2","18:00","-2.7","91"
"Helsinki Kumpula","2021","2","2","19:00","-2.7","90"
"Helsinki Kumpula","2021","2","2","20:00","-2.8","85"
"Helsinki Kumpula","2021","2","2","21:00","-2.8","85"
"Helsinki Kumpula","2021","2","2","22:00","-2.2","86"
"Helsinki Kumpula","2021","2","2","23:00","-2.7","83"
"Helsinki Kumpula","2021","2","3","00:00","-3.2","84"
"Helsinki Kumpula","2021","2","3","01:00","-3.2","88"
"Helsinki Kumpula","2021","2","3","02:00","-3.5","94"
"Helsinki Kumpula","2021","2","3","03:00","-3.7","95"
"Helsinki Kumpula","2021","2","3","04:00","-3.8","96"
"Helsinki Kumpula","2021","2","3","05:00","-3.9","96"
"Helsinki Kumpula","2021","2","3","06:00","-4.4","93"
"Helsinki Kumpula","2021","2","3","07:00","-4.9","91"
"Helsinki Kumpula","2021","2","3","08:00","-5.3","90"
"Helsinki Kumpula","2021","2","3","09:00","-5.7","90"
"Helsinki Kumpula","2021","2","3","10:00","-6.6","88"
"Helsinki Kumpula","2021","2","3","11:00","-7.1","85"
"Helsinki Kumpula","2021","2","3","12:00","-7.2","83"
"Helsinki Kumpula","2021","2","3","13:00","-7.3","81"
"Helsinki Kumpula","2021","2","3","14:00","-7.4","80"
"Helsinki Kumpula","2021","2","3","15:00","-7.6","80"
"Helsinki Kumpula","2021","2","3","16:00","-8.1","80"
"Helsinki Kumpula","2021","2","3","17:00","-8.8","83"
"Helsinki Kumpula","2021","2","3","18:00","-8.7","85"
"Helsinki Kumpula","2021","2","3","19:00","-8.5","86"
"Helsinki Kumpula","2021","2","3","20:00","-9","83"
"Helsinki Kumpula","2021","2","3","21:00","-10.3","83"
"Helsinki Kumpula","2021","2","3","22:00","-11.1","82"
"Helsinki Kumpula","2021","2","3","23:00","-12","82"
"Helsinki Kumpula","2021","2","4","00:00","-12.8","83"
"Helsinki Kumpula","2021","2","4","01:00","-13.3","84"
"Helsinki Kumpula","2021","2","4","02:00","-13.8","83"
"Helsinki Kumpula","2021","2","4","03:00","-14.3","83"
"Helsinki Kumpula","2021","2","4","04:00","-14.7","83"
"Helsinki Kumpula","2021","2","4","05:00","-15","83"
"Helsinki Kumpula","2021","2","4","06:00","-15","83"
"Helsinki Kumpula","2021","2","4","07:00","-15.1","83"
"Helsinki Kumpula","2021","2","4","08:00","-15.4","83"
"Helsinki Kumpula","2021","2","4","09:00","-15.7","84"
"Helsinki Kumpula","2021","2","4","10:00","-15.1","83"
